"original_taxa","accepted_wfo","wfo_taxonID","wfo_rank","wfo_authorship","wfo_family","wfo_genus","wfo_status","wfo_match"
"Lepidium latifolium","Lepidium latifolium","wfo-0000358409","species","L.","Brassicaceae","Lepidium","Accepted","MATCH"
"Lepidium ruderale","Lepidium ruderale","wfo-0000358755","species","L.","Brassicaceae","Lepidium","Accepted","MATCH"
"Lepidium squamatum","Lepidium coronopus","wfo-0000367646","species","(L.) Al-Shehbaz","Brassicaceae","Lepidium","Accepted","MATCH"
"Leucanthemum","Leucanthemum","wfo-4000021491","genus","Mill.","Asteraceae","Leucanthemum","Accepted","MATCH"
"Leucanthemum ircutianum","Leucanthemum ircutianum","wfo-0000092791","species","DC.","Asteraceae","Leucanthemum","Accepted","MATCH"
"Leucanthemum vulgare","Leucanthemum vulgare","wfo-0000036932","species","Lam.","Asteraceae","Leucanthemum","Accepted","MATCH"
"Leucanthemum x superbum","Leucanthemum superbum","wfo-0000069651","species","(Bergmans ex J.W.Ingram) D.H.Kent","Asteraceae","Leucanthemum","Accepted","FUZZY"
"Ligustrum","Ligustrum","wfo-4000021729","genus","L.","Oleaceae","Ligustrum","Accepted","MATCH"
"Ligustrum lucidum","Ligustrum lucidum","wfo-0000816294","species","W.T.Aiton","Oleaceae","Ligustrum","Accepted","MATCH"
"Ligustrum vulgare","Ligustrum vulgare","wfo-0000815984","species","L.","Oleaceae","Ligustrum","Accepted","MATCH"
"Liliaceae","Liliaceae","wfo-7000000336","family","Juss.","Liliaceae","","Accepted","MATCH"
"Lilium","Lilium","wfo-4000021746","genus","L.","Liliaceae","Lilium","Accepted","MATCH"
"Linaria","Linaria","wfo-4000021818","genus","Mill.","Plantaginaceae","Linaria","Accepted","MATCH"
"Linaria amethystea","Linaria amethystea","wfo-0000445780","species","(Vent.) Hoffmanns. & Link","Plantaginaceae","Linaria","Accepted","MATCH"
"Linaria angustissima","Linaria angustissima","wfo-0000445772","species","(Loisel.) Borbás","Plantaginaceae","Linaria","Accepted","MATCH"
"Linaria arvensis","Linaria arvensis","wfo-0000445788","species","(L.) Desf.","Plantaginaceae","Linaria","Accepted","MATCH"
"Linaria chalepensis","Linaria chalepensis","wfo-0000445727","species","(L.) Mill.","Plantaginaceae","Linaria","Accepted","MATCH"
"Linaria hirta","Linaria hirta","wfo-0000446664","species","(L.) Moench","Plantaginaceae","Linaria","Accepted","MATCH"
"Linaria latifolia","Linaria latifolia","wfo-0000446620","species","Desf.","Plantaginaceae","Linaria","Accepted","MATCH"
"Linaria micrantha","Linaria micrantha","wfo-0000446734","species","(Cav.) Hoffmanns. & Link","Plantaginaceae","Linaria","Accepted","MATCH"
"Linaria pelisseriana","Linaria pelisseriana","wfo-0000447036","species","(L.) Mill.","Plantaginaceae","Linaria","Accepted","MATCH"
"Linaria purpurea","Linaria purpurea","wfo-0000447110","species","(L.) Mill.","Plantaginaceae","Linaria","Accepted","MATCH"
"Linaria reflexa","Linaria reflexa","wfo-0000447114","species","(L.) Chaz.","Plantaginaceae","Linaria","Accepted","MATCH"
"Linaria repens","Linaria repens","wfo-0000447080","species","(L.) Mill.","Plantaginaceae","Linaria","Accepted","MATCH"
"Linaria simplex","Linaria simplex","wfo-0000446930","species","Desf.","Plantaginaceae","Linaria","Accepted","MATCH"
"Linaria supina","Linaria supina","wfo-0000446895","species","(L.) Chaz.","Plantaginaceae","Linaria","Accepted","MATCH"
"Linaria vulgaris","Linaria vulgaris","wfo-0000446438","species","Mill.","Plantaginaceae","Linaria","Accepted","MATCH"
"Lindernia dubia","Lindernia dubia","wfo-0000446478","species","(L.) Pennell","Linderniaceae","Lindernia","Accepted","MATCH"
"Linum","Linum","wfo-4000021903","genus","L.","Linaceae","Linum","Accepted","MATCH"
"Linum bienne","Linum bienne","wfo-0000363872","species","Mill.","Linaceae","Linum","Accepted","MATCH"
"Linum catharticum","Linum catharticum","wfo-0000363831","species","L.","Linaceae","Linum","Accepted","MATCH"
"Linum leonii","Linum leonii","wfo-0000363312","species","F.W.Schultz","Linaceae","Linum","Accepted","MATCH"
"Linum narbonense","Linum narbonense","wfo-0000363269","species","L.","Linaceae","Linum","Accepted","MATCH"
"Linum perenne","Linum perenne","wfo-0000363378","species","L.","Linaceae","Linum","Accepted","MATCH"
"Linum strictum","Linum strictum","wfo-0000363353","species","L.","Linaceae","Linum","Accepted","MATCH"
"Linum tenuifolium","Linum tenuifolium","wfo-0000366417","species","L.","Linaceae","Linum","Accepted","MATCH"
"Linum usitatissimum","Linum usitatissimum","wfo-0000366385","species","L.","Linaceae","Linum","Accepted","MATCH"
"Linum usitatissimum angustifolium","Linum bienne","wfo-0000363872","species","Mill.","Linaceae","Linum","Accepted","FUZZY"
"Lipandra polysperma","Lipandra polysperma","wfo-0001302716","species","(L.) S.Fuentes, Uotila & Borsch","Chenopodiaceae","Lipandra","Accepted","MATCH"
"Listera ovata","Neottia ovata","wfo-0000250598","species","Bluff & Fingerh.","Orchidaceae","Neottia","Accepted","MATCH"
"Lithospermum arvense","Buglossoides arvensis","wfo-0000574420","species","(L.) I.M.Johnst.","Boraginaceae","Buglossoides","Accepted","MATCH"
"Lobularia maritima","Lobularia maritima","wfo-0000358665","species","(L.) Desv.","Brassicaceae","Lobularia","Accepted","MATCH"
"Logfia arvensis","Filago arvensis","wfo-0000124987","species","L.","Asteraceae","Filago","Accepted","MATCH"
"Logfia gallica","Logfia gallica","wfo-0000036457","species","(L.) Coss. & Germ.","Asteraceae","Logfia","Accepted","MATCH"
"Lolium","Lolium","wfo-4000022095","genus","L.","Poaceae","Lolium","Accepted","MATCH"
"Lolium arundinaceum","Lolium arundinaceum","wfo-0000878351","species","(Schreb.) Darbysh.","Poaceae","Lolium","Accepted","MATCH"
"Lolium giganteum","Lolium giganteum","wfo-0000878391","species","(L.) Darbysh.","Poaceae","Lolium","Accepted","MATCH"
"Lolium multiflorum","Lolium multiflorum","wfo-0000878425","species","Lam.","Poaceae","Lolium","Accepted","MATCH"
"Lolium perenne","Lolium perenne","wfo-0000878441","species","L.","Poaceae","Lolium","Accepted","MATCH"
"Lolium pratense","Lolium pratense","wfo-0000878460","species","(Huds.) Darbysh.","Poaceae","Lolium","Accepted","MATCH"
"Lolium remotum","Lolium remotum","wfo-0000878464","species","Schrank","Poaceae","Lolium","Accepted","MATCH"
"Lolium rigidum","Lolium rigidum","wfo-0000878467","species","Gaudin","Poaceae","Lolium","Accepted","MATCH"
"Lolium temulentum","Lolium temulentum","wfo-0000878503","species","L.","Poaceae","Lolium","Accepted","MATCH"
"Lolium x boucheanum","Lolium boucheanum","wfo-0000878356","species","Kunth","Poaceae","Lolium","Accepted","FUZZY"
"Loncomelos narbonensis","Loncomelos narbonense","wfo-0000678643","species","(L.) Raf.","Asparagaceae","Loncomelos","Accepted","FUZZY"
"Loncomelos pyrenaicus","Loncomelos pyrenaicum","wfo-0000687118","species","(L.) L.D.Hrouda","Asparagaceae","Loncomelos","Accepted","FUZZY"
"Lonicera","Lonicera","wfo-4000022170","genus","L.","Caprifoliaceae","Lonicera","Accepted","MATCH"
"Lonicera japonica","Lonicera japonica","wfo-0000359579","species","Thunb.","Caprifoliaceae","Lonicera","Accepted","MATCH"
"Lonicera periclymenum","Lonicera periclymenum","wfo-0000367818","species","L.","Caprifoliaceae","Lonicera","Accepted","MATCH"
"Lonicera xylosteum","Lonicera xylosteum","wfo-0000361644","species","L.","Caprifoliaceae","Lonicera","Accepted","MATCH"
"Lotus","Lotus","wfo-4000022302","genus","L.","Fabaceae","Lotus","Accepted","MATCH"
"Lotus angustissimus","Lotus angustissimus","wfo-0001060764","species","L.","Fabaceae","Lotus","Accepted","MATCH"
"Lotus angustissimus hispidus","Lotus angustissimus","wfo-0001060764","species","L.","Fabaceae","Lotus","Accepted","FUZZY"
"Lotus castellanus","Lotus castellanus","wfo-0000212165","species","Boiss. & Reut.","Fabaceae","Lotus","Accepted","MATCH"
"Lotus corniculatus","Lotus corniculatus","wfo-0000212180","species","L.","Fabaceae","Lotus","Accepted","MATCH"
"Lotus corniculatus corniculatus","Lotus corniculatus","wfo-0000212180","species","L.","Fabaceae","Lotus","Accepted","FUZZY"
"Lotus corniculatus tenuifolius","Lotus tenuis","wfo-0001053826","species","Waldst. & Kit. ex Willd.","Fabaceae","Lotus","Accepted","FUZZY"
"Lotus corniculatus tenuis","Lotus corniculatus","wfo-0000212180","species","L.","Fabaceae","Lotus","Accepted","FUZZY"
"Lotus dorycnium","Lotus dorycnium","wfo-0000209346","species","L.","Fabaceae","Lotus","Accepted","MATCH"
"Lotus edulis","Lotus edulis","wfo-0000212191","species","L.","Fabaceae","Lotus","Accepted","MATCH"
"Lotus hirsutus","Lotus hirsutus","wfo-0000212135","species","L.","Fabaceae","Lotus","Accepted","MATCH"
"Lotus hispidus","Lotus palustris","wfo-0000212227","species","Willd.","Fabaceae","Lotus","Accepted","MATCH"
"Lotus maritimus","Lotus maritimus","wfo-0000212213","species","L.","Fabaceae","Lotus","Accepted","MATCH"
"Lotus ornithopodioides","Lotus ornithopodioides","wfo-0000212225","species","L.","Fabaceae","Lotus","Accepted","MATCH"
"Lotus parviflorus","Lotus parviflorus","wfo-0000212229","species","Desf.","Fabaceae","Lotus","Accepted","MATCH"
"Lotus pedunculatus","Lotus pedunculatus","wfo-0000212230","species","Cav.","Fabaceae","Lotus","Accepted","MATCH"
"Lotus rectus","Lotus rectus","wfo-0000212142","species","L.","Fabaceae","Lotus","Accepted","MATCH"
"Lotus tenuis","Lotus tenuis","wfo-0001053826","species","Waldst. & Kit. ex Willd.","Fabaceae","Lotus","Accepted","MATCH"
"Lunaria","Lunaria","wfo-4000022427","genus","Tourn. ex L.","Brassicaceae","Lunaria","Accepted","MATCH"
"Lunaria annua","Lunaria annua","wfo-0000362471","species","L.","Brassicaceae","Lunaria","Accepted","MATCH"
"Lupinus","Lupinus","wfo-4000022442","genus","L.","Fabaceae","Lupinus","Accepted","MATCH"
"Lupinus albus","Lupinus albus","wfo-0000213483","species","L.","Fabaceae","Lupinus","Accepted","MATCH"
"Lupinus angustifolius","Lupinus angustifolius","wfo-0000213485","species","L.","Fabaceae","Lupinus","Accepted","MATCH"
"Lupinus angustifolius reticulatus","Lupinus angustifolius","wfo-0000213485","species","L.","Fabaceae","Lupinus","Accepted","FUZZY"
"Lupinus luteus","Lupinus luteus","wfo-0000213494","species","L.","Fabaceae","Lupinus","Accepted","MATCH"
"Luzula","Luzula","wfo-4000022464","genus","DC.","Juncaceae","Luzula","Accepted","MATCH"
"Luzula campestris","Luzula campestris","wfo-0000777662","species","(L.) DC.","Juncaceae","Luzula","Accepted","MATCH"
"Luzula multiflora","Luzula multiflora","wfo-0000777930","species","(Ehrh.) Lej.","Juncaceae","Luzula","Accepted","MATCH"
"Luzula multiflora multiflora","Luzula multiflora","wfo-0000777930","species","(Ehrh.) Lej.","Juncaceae","Luzula","Accepted","FUZZY"
"Lycopersicon esculentum","Solanum lycopersicum","wfo-0001029216","species","L.","Solanaceae","Solanum","Accepted","MATCH"
"Lycopsis arvensis","Anchusa arvensis","wfo-0000533553","species","(L.) M.Bieb.","Boraginaceae","Anchusa","Accepted","MATCH"
"Lycopus europaeus","Lycopus europaeus","wfo-0000231391","species","L.","Lamiaceae","Lycopus","Accepted","MATCH"
"Lysimachia","Lysimachia","wfo-4000022565","genus","L.","Primulaceae","Lysimachia","Accepted","MATCH"
"Lysimachia arvensis","Lysimachia arvensis","wfo-0000744184","species","(L.) U.Manns & Anderb.","Primulaceae","Lysimachia","Accepted","MATCH"
"Lysimachia arvensis arvensis","Lysimachia arvensis","wfo-0000744184","species","(L.) U.Manns & Anderb.","Primulaceae","Lysimachia","Accepted","FUZZY"
"Lysimachia arvensis caerulea","Lysimachia arvensis","wfo-0000744184","species","(L.) U.Manns & Anderb.","Primulaceae","Lysimachia","Accepted","FUZZY"
"Lysimachia foemina","Lysimachia foemina","wfo-0000744194","species","(Mill.) U.Manns & Anderb.","Primulaceae","Lysimachia","Accepted","MATCH"
"Lysimachia nummularia","Lysimachia nummularia","wfo-0000442792","species","L.","Primulaceae","Lysimachia","Accepted","MATCH"
"Lysimachia punctata","Lysimachia punctata","wfo-0000442390","species","L.","Primulaceae","Lysimachia","Accepted","MATCH"
"Lysimachia vulgaris","Lysimachia vulgaris","wfo-0000442301","species","L.","Primulaceae","Lysimachia","Accepted","MATCH"
"Lythrum","Lythrum","wfo-4000022585","genus","L.","Lythraceae","Lythrum","Accepted","MATCH"
"Lythrum acutangulum","Lythrum acutangulum","wfo-0000366744","species","Lag.","Lythraceae","Lythrum","Accepted","MATCH"
"Lythrum borysthenicum","Lythrum borysthenicum","wfo-0000745271","species","(Schrank) Litv.","Lythraceae","Lythrum","Accepted","MATCH"
"Lythrum hyssopifolia","Lythrum hyssopifolia","wfo-0000366897","species","L.","Lythraceae","Lythrum","Accepted","MATCH"
"Lythrum salicaria","Lythrum salicaria","wfo-0000366878","species","L.","Lythraceae","Lythrum","Accepted","MATCH"
"Lythrum virgatum","Lythrum virgatum","wfo-0000366909","species","L.","Lythraceae","Lythrum","Accepted","MATCH"
"Malcolmia africana","Strigosella africana","wfo-0000432092","species","(L.) Botsch.","Brassicaceae","Strigosella","Accepted","MATCH"
"Malcolmia littorea","Marcus-kochia littorea","wfo-0001343025","species","(L.) Al-Shehbaz","Brassicaceae","Marcus-kochia","Accepted","MATCH"
"Malus","Malus","wfo-4000022982","genus","Mill.","Rosaceae","Malus","Accepted","MATCH"
"Malus domestica","Malus domestica","wfo-0000995164","species","Baumg.","Rosaceae","Malus","Unchecked","MATCH"
"Malus sylvestris","Malus sylvestris","wfo-0001016475","species","(L.) Mill.","Rosaceae","Malus","Accepted","MATCH"
"Malva","Malva","wfo-4000022983","genus","L.","Malvaceae","Malva","Accepted","MATCH"
"Malva alcea","Malva alcea","wfo-0000449278","species","L.","Malvaceae","Malva","Accepted","MATCH"
"Malva arborea","Malva arborea","wfo-0000449295","species","(L.) Webb & Berthel.","Malvaceae","Malva","Accepted","MATCH"
"Malva cretica","Malva cretica","wfo-0000449341","species","Cav.","Malvaceae","Malva","Accepted","MATCH"
"Malva linnaei","Malva multiflora","wfo-0000449221","species","(Cav.) Soldano, Banfi & Galasso","Malvaceae","Malva","Accepted","MATCH"
"Malva moschata","Malva moschata","wfo-0000449199","species","L.","Malvaceae","Malva","Accepted","MATCH"
"Malva multiflora","Malva multiflora","wfo-0000449221","species","(Cav.) Soldano, Banfi & Galasso","Malvaceae","Malva","Accepted","MATCH"
"Malva neglecta","Malva neglecta","wfo-0000449218","species","Wallr.","Malvaceae","Malva","Accepted","MATCH"
"Malva nicaeensis","Malva nicaeensis","wfo-0000449449","species","All.","Malvaceae","Malva","Accepted","MATCH"
"Malva olbia","Malva olbia","wfo-0000449543","species","(L.) Alef.","Malvaceae","Malva","Accepted","MATCH"
"Malva parviflora","Malva parviflora","wfo-0000449230","species","L.","Malvaceae","Malva","Accepted","MATCH"
"Malva punctata","Malva punctata","wfo-0000449529","species","(All.) Alef.","Malvaceae","Malva","Accepted","MATCH"
"Malva pusilla","Malva pusilla","wfo-0000449525","species","Sm.","Malvaceae","Malva","Accepted","MATCH"
"Malva setigera","Malva setigera","wfo-0000449618","species","K.F.Schimp. & Spenn.","Malvaceae","Malva","Accepted","MATCH"
"Malva sylvestris","Malva sylvestris","wfo-0000449636","species","L.","Malvaceae","Malva","Accepted","MATCH"
"Malva thuringiaca","Malva thuringiaca","wfo-0001286814","species","(L.) Vis.","Malvaceae","Malva","Accepted","MATCH"
"Mantisalca salmantica","Mantisalca salmantica","wfo-0000082784","species","(L.) Briq. & Cavill.","Asteraceae","Mantisalca","Accepted","MATCH"
"Marchantia polymorpha ruderalis","Marchantia polymorpha","wfo-0001196533","species","L.","Marchantiaceae","Marchantia","Accepted","FUZZY"
"Marrubium","Marrubium","wfo-4000023200","genus","L.","Lamiaceae","Marrubium","Accepted","MATCH"
"Marrubium vulgare","Marrubium vulgare","wfo-0000236711","species","L.","Lamiaceae","Marrubium","Accepted","MATCH"
"Matricaria","Matricaria","wfo-4000023328","genus","L.","Asteraceae","Matricaria","Accepted","MATCH"
"Matricaria chamomilla","Matricaria chamomilla","wfo-0000003146","species","L.","Asteraceae","Matricaria","Accepted","MATCH"
"Matricaria discoidea","Matricaria discoidea","wfo-0000028105","species","DC.","Asteraceae","Matricaria","Accepted","MATCH"
"Matricaria maritima maritima x inodorum","Tripleurospermum maritimum","wfo-0000063085","species","(L.) W.D.J.Koch","Asteraceae","Tripleurospermum","Accepted","FUZZY"
"Matricaria matricarioides","Matricaria matricarioides","wfo-0000001305","species","(Less.) Porter","Asteraceae","Matricaria","Accepted","MATCH"
"Matricaria perforata","Tripleurospermum inodorum","wfo-0000014118","species","(L.) Sch.Bip.","Asteraceae","Tripleurospermum","Accepted","MATCH"
"Matricaria recutita","Matricaria recutita","wfo-0000106468","species","L.","Asteraceae","Matricaria","Unchecked","MATCH"
"Matricaria recutita recutita","Matricaria recutita","wfo-0000106468","species","L.","Asteraceae","Matricaria","Unchecked","FUZZY"
"Matthiola","Matthiola","wfo-4000023337","genus","W.T.Aiton","Brassicaceae","Matthiola","Accepted","MATCH"
"Meconopsis cambrica","Parameconopsis cambrica","wfo-0001340903","species","(L.) Grey-Wilson","Papaveraceae","Parameconopsis","Accepted","MATCH"
"Medicago","Medicago","wfo-4000023435","genus","L.","Fabaceae","Medicago","Accepted","MATCH"
"Medicago arabica","Medicago arabica","wfo-0000213417","species","(L.) Huds.","Fabaceae","Medicago","Accepted","MATCH"
"Medicago disciformis","Medicago disciformis","wfo-0000213422","species","DC.","Fabaceae","Medicago","Accepted","MATCH"
"Medicago doliata","Medicago doliata","wfo-0000213423","species","Carmign.","Fabaceae","Medicago","Accepted","MATCH"
"Medicago falcata","Medicago falcata","wfo-0000213426","species","L.","Fabaceae","Medicago","Accepted","MATCH"
"Medicago intertexta ciliaris","Medicago intertexta","wfo-0000213437","species","(L.) Mill.","Fabaceae","Medicago","Accepted","FUZZY"
"Medicago laciniata","Medicago laciniata","wfo-0000213448","species","(L.) Mill.","Fabaceae","Medicago","Accepted","MATCH"
"Medicago littoralis","Medicago littoralis","wfo-0000213450","species","Rohde ex Loisel.","Fabaceae","Medicago","Accepted","MATCH"
"Medicago lupulina","Medicago lupulina","wfo-0000213454","species","L.","Fabaceae","Medicago","Accepted","MATCH"
"Medicago lupulina lupulina","Medicago lupulina","wfo-0000213454","species","L.","Fabaceae","Medicago","Accepted","FUZZY"
"Medicago minima","Medicago minima","wfo-0000188776","species","(L.) Bartal.","Fabaceae","Medicago","Accepted","MATCH"
"Medicago monspeliaca","Medicago monspeliaca","wfo-0000186593","species","(L.) Trautv.","Fabaceae","Medicago","Accepted","MATCH"
"Medicago murex","Medicago murex","wfo-0000213458","species","Willd.","Fabaceae","Medicago","Accepted","MATCH"
"Medicago orbicularis","Medicago orbicularis","wfo-0000213459","species","(L.) Bartal.","Fabaceae","Medicago","Accepted","MATCH"
"Medicago polyceratia","Medicago polyceratia","wfo-0000185446","species","(L.) Sauvages ex Trautv.","Fabaceae","Medicago","Accepted","MATCH"
"Medicago polymorpha","Medicago polymorpha","wfo-0000213460","species","L.","Fabaceae","Medicago","Accepted","MATCH"
