"accepted_taxa","original_taxa_Midolo2023","Disturbance.Frequency_Midolo2023","Disturbance.Frequency.herblayer_Midolo2023","Disturbance.Severity_Midolo2023","Disturbance.Severity.herblayer_Midolo2023","Grazing.Pressure_Midolo2023","Mowing.Frequency_Midolo2023","Soil.Disturbance_Midolo2023","original_taxa_Tichy2022","Ellenberg.Light_Tichy2022","Ellenberg.Moisture_Tichy2022","Ellenberg.Nutrients_Tichy2022","Ellenberg.Reaction_Tichy2022","Ellenberg.Salinity_Tichy2022","Ellenberg.Temperature_Tichy2022","original_taxa_Lososova2023","Dispersal.distance_class_Lososova2023","Dispersal.mode_Lososova2023","Plant.height_m_Lososova2023","Seed.mass_mg_Lososova2023"
"Oenanthe pimpinelloides","Oenanthe pimpinelloides",0.17526,1.38999,0.64765,0.23886,0.22672,0.09739,0.14686,"Oenanthe pimpinelloides",6.7,6,4,5.5,0.3,8.3,"Oenanthe pimpinelloides","2","Local non-specific dispersal",0.54,1.9964
"Oenothera","Oenothera glazioviana_Oenothera rubricaulis",1.43395,1.80766,0.59512,0.56759,0.21413,0.74483,0.324395,"Oenothera cambrica_Oenothera glazioviana_Oenothera rubricaulis_Oenothera suaveolens_Oenothera victorinii",8.525,4.125,4.375,6.65,0,7.2,"Oenothera biennis_Oenothera glazioviana","2","Local non-specific dispersal",1.07022222222222,0.566363888875
"Oenothera biennis","Oenothera rubricaulis",1.75174,1.94937,0.54135,0.5288,0.23438,0.93468,0.35271,"Oenothera cambrica_Oenothera rubricaulis_Oenothera suaveolens_Oenothera victorinii",8.43333333333333,4.33333333333333,4.23333333333333,6.76666666666667,0,7.33333333333333,"Oenothera biennis","2","Local non-specific dispersal",1.15766666666667,0.51727777775
"Oenothera glazioviana","Oenothera glazioviana",1.11616,1.66595,0.64889,0.60638,0.19388,0.55498,0.29608,"Oenothera glazioviana",8.8,3.5,4.8,6.3,0,6.8,"Oenothera glazioviana","2","Local non-specific dispersal",0.982777777777778,0.61545
"Olea europaea","Olea europaea",0.23753,1.44019,0.7131,0.2596,0.28886,0.0158,0.14131,"Olea europaea",8,3.3,5.4,6.7,0.3,9.7,"Olea europaea","6","Endozoochory",9.674,148.066666666667
"Oloptum miliaceum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Omalotheca sylvatica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Onobrychis alba","Onobrychis alba",1.03162,1.93392,0.47489,0.41078,0.3375,0.28542,0.18162,"Onobrychis alba",9,2,2,7,0,6,"Onobrychis alba","2","Local non-specific dispersal",0.325,10.7306
"Onobrychis arenaria","Onobrychis arenaria",1.50373,1.91522,0.49401,0.479,0.31143,0.80469,0.15802,"Onobrychis arenaria",7.4,2.8,1.8,8.8,0,6.5,"Onobrychis arenaria","2","Local non-specific dispersal",0.4,12.7466
"Onobrychis caput-galli","Onobrychis caput-galli",1.06288,1.94191,0.748,0.60852,0.34848,0.24459,0.30917,"Onobrychis caput-galli",8,3.5,5,7.5,0.5,10,"Onobrychis caput-galli","2","Local non-specific dispersal",0.325,17.0943787
"Onobrychis viciifolia","Onobrychis viciifolia",1.58261,1.9133,0.50384,0.4906,0.25756,1.03238,0.1889,"Onobrychis viciifolia",7.9,3.8,3.2,8,0,6.5,"Onobrychis viciifolia","2","Local non-specific dispersal",0.438,19.2080723333333
"Ononis","Ononis minutissima_Ononis natrix_Ononis reclinata_Ononis rotundifolia_Ononis spinosa",0.656406,1.605408,0.614068,0.366206,0.285976,0.25352,0.206264,"Ononis minutissima_Ononis natrix_Ononis reclinata_Ononis rotundifolia_Ononis spinosa",7.96,3.25,2.65,7.48,0.38,8.125,"Ononis minutissima_Ononis natrix_Ononis reclinata_Ononis rotundifolia_Ononis spinosa_Ononis viscosa","1_2","Local non-specific dispersal",0.287662037037037,4.015671558
"Ononis minutissima","Ononis minutissima",0.31593,1.49101,0.66116,0.24253,0.32224,0.08963,0.15261,"Ononis minutissima",8.5,4.5,3,7.5,0,8.3,"Ononis minutissima","1","Local non-specific dispersal",0.21875,NA
"Ononis natrix","Ononis natrix",0.83245,1.69867,0.50473,0.39417,0.28044,0.27535,0.25707,"Ononis natrix",8.3,3.4,NA,7.9,0.8,8.8,"Ononis natrix","2","Local non-specific dispersal",0.4,3.2355
"Ononis reclinata","Ononis reclinata",0.86817,1.73729,0.75545,0.55451,0.3521,0.15318,0.27908,"Ononis reclinata",8.4,1.8,NA,7.3,0.7,9.2,"Ononis reclinata","1","Local non-specific dispersal",0.105,0.7575
"Ononis rotundifolia","Ononis rotundifolia",0.19018,1.26002,0.63077,0.17885,0.20857,0.05103,0.12212,"Ononis rotundifolia",6.5,3.3,2.3,7.8,0,6.2,"Ononis rotundifolia","2","Local non-specific dispersal",0.385,8.1452
"Ononis spinosa","Ononis spinosa",1.0753,1.84005,0.51823,0.46097,0.26653,0.69841,0.22044,"Ononis spinosa",8.1,NA,NA,6.9,0.4,NA,"Ononis spinosa","2","Local non-specific dispersal",0.472222222222222,5.27442734
"Ononis spinosa procurrens","Ononis spinosa",1.0753,1.84005,0.51823,0.46097,0.26653,0.69841,0.22044,"Ononis spinosa",8.1,NA,NA,6.9,0.4,NA,"Ononis spinosa","2","Local non-specific dispersal",0.472222222222222,5.27442734
"Ononis spinosa procurrens","Ononis spinosa",1.0753,1.84005,0.51823,0.46097,0.26653,0.69841,0.22044,"Ononis spinosa",8.1,NA,NA,6.9,0.4,NA,"Ononis spinosa","2","Local non-specific dispersal",0.472222222222222,5.27442734
"Ononis viscosa viscosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ononis viscosa","1","Local non-specific dispersal",0.145,2.66573045
"Onopordum","Onopordum acanthium_Onopordum illyricum",1.418515,1.867635,0.79459,0.76268,0.213535,0.69188,0.402885,"Onopordum acanthium_Onopordum acaulon_Onopordum illyricum",8.3,3.3,7.43333333333333,7.53333333333333,0.3,8.5,"Onopordum acanthium_Onopordum acaulon_Onopordum corymbosum_Onopordum illyricum_Onopordum nervosum","2_3","Local non-specific dispersal_Myrmecochory",1.11958333333333,12.3597888888889
"Onopordum acanthium","Onopordum acanthium",1.46827,1.79799,0.78698,0.77101,0.14427,0.95941,0.41447,"Onopordum acanthium",8.6,3.6,7.6,6.9,0.2,NA,"Onopordum acanthium","3","Myrmecochory",1.18916666666667,10.2246666666666
"Onopordum acaulon",NA,NA,NA,NA,NA,NA,NA,NA,"Onopordum acaulon",8,3,7,8,0,8,"Onopordum acaulon","2","Local non-specific dispersal",NA,NA
"Onopordum corymbosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Onopordum corymbosum","2","Local non-specific dispersal",NA,NA
"Onopordum illyricum","Onopordum illyricum",1.36876,1.93728,0.8022,0.75435,0.2828,0.42435,0.3913,"Onopordum illyricum",8.3,3.3,7.7,7.7,0.7,9,"Onopordum illyricum","2","Local non-specific dispersal",1.05,12.6647
"Onopordum nervosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Onopordum nervosum","2","Local non-specific dispersal",NA,14.19
"Ophioglossum vulgatum","Ophioglossum vulgatum",1.14407,1.88589,0.49435,0.45399,0.2794,0.66205,0.23594,"Ophioglossum vulgatum",6.6,NA,2.4,6,0.3,5.3,"Ophioglossum vulgatum","5","Anemochory",0.13125,NA
"Ophrys apifera","Ophrys apifera",1.14269,1.79371,0.5098,0.46391,0.29076,0.81561,0.14785,"Ophrys apifera",7.6,4,2.6,8.1,0.1,NA,"Ophrys apifera","5","Anemochory",0.257,0.0011144
"Ophrys insectifera","Ophrys insectifera",0.6632,1.57211,0.51977,0.3864,0.27159,0.49571,0.10634,"Ophrys insectifera",7.6,NA,2.5,8,0,5.9,"Ophrys insectifera","5","Anemochory",0.267,NA
"Ophrys sphegodes sphegodes","Ophrys sphegodes",0.85253,1.80996,0.53724,0.43095,0.31713,0.59815,0.157,"Ophrys sphegodes",8,NA,2.7,8.4,0,NA,"Ophrys sphegodes","5","Anemochory",0.26125,0.0028036
"Orchidaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orchis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Origanum","Origanum vulgare",0.48122,1.51076,0.56346,0.34896,0.2423,0.328,0.13797,"Origanum majorana_Origanum vulgare",7,4.05,4.3,7.3,0,8,"Origanum majorana_Origanum vulgare","2","Local non-specific dispersal",0.403333333333333,0.200225
"Origanum majorana",NA,NA,NA,NA,NA,NA,NA,NA,"Origanum majorana",7,4.5,5.5,7.5,0,8,"Origanum majorana","2","Local non-specific dispersal",0.33,0.31
"Origanum vulgare","Origanum vulgare",0.48122,1.51076,0.56346,0.34896,0.2423,0.328,0.13797,"Origanum vulgare",7,3.6,3.1,7.1,0,NA,"Origanum vulgare","2","Local non-specific dispersal",0.476666666666667,0.0904499999999999
"Origanum vulgare vulgare","Origanum vulgare",0.48122,1.51076,0.56346,0.34896,0.2423,0.328,0.13797,"Origanum vulgare",7,3.6,3.1,7.1,0,NA,"Origanum vulgare","2","Local non-specific dispersal",0.476666666666667,0.0904499999999999
"Orlaya","Orlaya daucoides_Orlaya grandiflora",0.74885,1.75382,0.63916,0.477055,0.300555,0.28433,0.25259,"Orlaya daucoides_Orlaya grandiflora",7.7,3.65,4.65,7.6,0,7.5,"Orlaya daucoides_Orlaya grandiflora","1_2","Local non-specific dispersal",0.2685,14.23825
"Orlaya daucoides","Orlaya daucoides",0.50347,1.7141,0.71627,0.46303,0.29951,0.15694,0.2655,"Orlaya daucoides",7.8,4,5.5,7,0,7.5,"Orlaya daucoides","1","Local non-specific dispersal",0.1975,16.55
"Orlaya grandiflora","Orlaya grandiflora",0.99423,1.79354,0.56205,0.49108,0.3016,0.41172,0.23968,"Orlaya grandiflora",7.6,3.3,3.8,8.2,0,NA,"Orlaya grandiflora","2","Local non-specific dispersal",0.3395,11.9265
"Ornithogalum","Ornithogalum boucheanum_Ornithogalum divergens_Ornithogalum pyramidale_Ornithogalum umbellatum",0.54562,1.67534,0.671285,0.4883725,0.231005,0.393615,0.32923,"Ornithogalum boucheanum_Ornithogalum divergens_Ornithogalum pyramidale_Ornithogalum umbellatum",7.15,3,4.475,6.4,0.025,8,"Ornithogalum boucheanum_Ornithogalum divergens_Ornithogalum pyramidale_Ornithogalum umbellatum","3","Myrmecochory",0.328541666666667,7.4882
"Ornithogalum boucheanum","Ornithogalum boucheanum",0.45232,1.58565,0.73846,0.48846,0.21154,0.39008,0.42222,"Ornithogalum boucheanum",6.7,3.7,6.3,6.3,0,7.5,"Ornithogalum boucheanum","3","Myrmecochory",0.335,NA
"Ornithogalum divergens","Ornithogalum divergens",0.69056,1.76574,0.7,0.57864,0.25238,0.40669,0.365,"Ornithogalum divergens",7,2,2,6,0,9,"Ornithogalum divergens","3","Myrmecochory",0.1625,NA
"Ornithogalum pyramidale","Ornithogalum pyramidale",0.56728,1.67764,0.63692,0.4701,0.24095,0.43875,0.25767,"Ornithogalum pyramidale",8.3,3.3,3.7,6.3,0,7.5,"Ornithogalum pyramidale","3","Myrmecochory",0.616666666666667,8.9084
"Ornithogalum umbellatum","Ornithogalum umbellatum",0.47232,1.67233,0.60976,0.41629,0.21915,0.33894,0.27203,"Ornithogalum umbellatum",6.6,NA,5.9,7,0.1,NA,"Ornithogalum umbellatum","3","Myrmecochory",0.2,6.068
"Ornithopus","Ornithopus compressus_Ornithopus perpusillus_Ornithopus sativus",1.38882333333333,2.09505333333333,0.618183333333333,0.58273,0.259623333333333,0.44793,0.507466666666667,"Ornithopus compressus_Ornithopus perpusillus_Ornithopus sativus",8.3,2.3,2.53333333333333,3.33333333333333,0,7.6,"Ornithopus compressus_Ornithopus perpusillus_Ornithopus sativus","1_2","Local non-specific dispersal",0.236444444444444,2.78038888888888
"Ornithopus compressus","Ornithopus compressus",0.96269,1.90404,0.55562,0.47911,0.31236,0.46624,0.30792,"Ornithopus compressus",8.3,3,3.3,4.3,0,9,"Ornithopus compressus","1","Local non-specific dispersal",0.119333333333333,3.69816666666666
"Ornithopus perpusillus","Ornithopus perpusillus",1.73268,2.15757,0.43624,0.42705,0.36167,0.72223,0.39674,"Ornithopus perpusillus",7.6,2.9,2.3,2.7,0,6.3,"Ornithopus perpusillus","1","Local non-specific dispersal",0.19,1.338
"Ornithopus sativus","Ornithopus sativus",1.4711,2.22355,0.86269,0.84203,0.10484,0.15532,0.81774,"Ornithopus sativus",9,1,2,3,NA,7.5,"Ornithopus sativus","2","Local non-specific dispersal",0.4,3.30499999999999
"Orobanche","Orobanche alba_Orobanche amethystea_Orobanche caryophyllacea_Orobanche cernua_Orobanche minor_Phelipanche nana_Phelipanche purpurea_Phelipanche ramosa",0.91869625,1.66681125,0.5962525,0.5128975,0.25549,0.41005,0.30150875,"Orobanche amethystea_Orobanche caryophyllacea_Orobanche cernua_Orobanche crenata_Orobanche cumana_Orobanche minor_Phelipanche nana_Phelipanche purpurea_Phelipanche ramosa",7.57777777777778,3.625,4.3,7.18888888888889,0.0666666666666667,6.96,"Orobanche amethystea_Orobanche caryophyllacea_Orobanche cernua_Orobanche crenata_Orobanche cumana_Orobanche minor_Phelipanche nana_Phelipanche purpurea_Phelipanche ramosa","5","Anemochory",0.304583333333333,0.00759585833333333
"Orobanche amethystea","Orobanche amethystea",1.46838,1.91764,0.514,0.4913,0.32889,0.75121,0.16667,"Orobanche amethystea",8,1.8,2,7,0,7.6,"Orobanche amethystea","5","Anemochory",0.31,0.0027344
"Orobanche caryophyllacea","Orobanche caryophyllacea",0.95531,1.73372,0.46964,0.40636,0.25818,0.41219,0.2306,"Orobanche caryophyllacea",8.1,3.1,2.1,8.6,0,6.3,"Orobanche caryophyllacea","5","Anemochory",0.3845,0.00787865
"Orobanche cernua","Orobanche cernua",0.81803,1.6645,0.72174,0.63636,0.17083,0.28749,0.50417,"Orobanche cernua",8.3,4,6,7,0,7.4,"Orobanche cernua","5","Anemochory",0.22875,0.01
"Orobanche crenata","Orobanche alba",0.93679,1.78702,0.49487,0.41277,0.33167,0.48591,0.16081,"Orobanche crenata",7.6,4.2,6.3,7.3,0,6.9,"Orobanche crenata","5","Anemochory",0.465,NA
"Orobanche cumana",NA,NA,NA,NA,NA,NA,NA,NA,"Orobanche cumana",7.5,4.5,5,7,0,NA,"Orobanche cumana","","Anemochory",0.3375,NA
"Orobanche minor","Orobanche minor",0.83185,1.40024,0.51019,0.43429,0.20364,0.33785,0.2964,"Orobanche minor",7.2,4,NA,6.5,0.1,NA,"Orobanche minor","5","Anemochory",0.31,0.0102625
"Orobanche nana","Phelipanche nana",0.82061,1.62525,0.83333,0.74286,0.24,0.42967,0.44,"Phelipanche nana",7,3.7,NA,7.3,0.3,NA,"Phelipanche nana","5","Anemochory",0.17,NA
"Orobanche picridis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orobanche picridis-hieracioidis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orobanche purpurea","Phelipanche purpurea",0.75714,1.59389,0.52895,0.42308,0.275,0.33737,0.20952,"Phelipanche purpurea",7.7,3.7,2.3,7.2,0,6.6,"Phelipanche purpurea","5","Anemochory",0.323,0.0092996
"Orobanche ramosa","Phelipanche ramosa",0.76146,1.61223,0.6973,0.55616,0.23571,0.23871,0.4039,"Phelipanche ramosa",6.8,NA,6.4,6.8,0.2,NA,"Phelipanche ramosa","5","Anemochory",0.2125,0.0054
"Oryza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oryza sativa","2","Local non-specific dispersal",1.105,25.7
"Oryza sativa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oryza sativa","2","Local non-specific dispersal",1.105,25.7
"Osyris alba","Osyris alba",0.11688,1.33292,0.68218,0.17716,0.26617,0.02193,0.11182,"Osyris alba",7.5,3,3.8,6.3,0,NA,"Osyris alba","6","Endozoochory",0.966666666666667,111.6
"Oxalis","Oxalis acetosella_Oxalis corniculata_Oxalis dillenii_Oxalis latifolia_Oxalis pes-caprae_Oxalis stricta",0.920046666666667,1.765285,0.748885,0.606391666666667,0.199901666666667,0.501845,0.47709,"Oxalis acetosella_Oxalis corniculata_Oxalis dillenii_Oxalis latifolia_Oxalis pes-caprae_Oxalis stricta",6.88,4.48,6.01666666666667,5.98333333333333,0.05,7.74,"Oxalis acetosella_Oxalis corniculata_Oxalis dillenii_Oxalis latifolia_Oxalis pes-caprae_Oxalis stricta","1_2","Local non-specific dispersal",0.213277777777778,0.401825
"Oxalis acetosella","Oxalis acetosella",0.06056,1.25494,0.68237,0.15213,0.18959,0.01294,0.10742,"Oxalis acetosella",NA,NA,5.8,4.4,0,NA,"Oxalis acetosella","1","Local non-specific dispersal",0.0975,1.0305
"Oxalis corniculata","Oxalis corniculata",0.78647,1.82229,0.76637,0.65623,0.18972,0.56568,0.47454,"Oxalis corniculata",7.1,4.1,6,6.2,0.1,7.8,"Oxalis corniculata","1","Local non-specific dispersal",0.168,0.2028
"Oxalis dillenii","Oxalis dillenii",1.17417,1.87953,0.62604,0.59355,0.27802,0.34122,0.46484,"Oxalis dillenii",7,5,5.8,6,0,7.2,"Oxalis dillenii","1","Local non-specific dispersal",0.166666666666667,0.19
"Oxalis latifolia","Oxalis latifolia",1.63858,1.95893,0.81774,0.80645,0.17097,1.33817,0.73871,"Oxalis latifolia",6.5,4.5,6,7,0,8,"Oxalis latifolia","1","Local non-specific dispersal",0.25,NA
"Oxalis pes-caprae","Oxalis pes-caprae",0.72172,1.83817,0.78833,0.65594,0.23088,0.3513,0.38201,"Oxalis pes-caprae",7.3,3.8,6,6.8,0.2,9.5,"Oxalis pes-caprae","2","Local non-specific dispersal",0.3375,NA
"Oxalis stricta","Oxalis stricta",1.13878,1.83785,0.81246,0.77405,0.14023,0.40176,0.69502,"Oxalis stricta",6.5,5,6.5,5.5,0,6.2,"Oxalis stricta","1","Local non-specific dispersal",0.26,0.184
"Oxybasis glauca","Oxybasis glauca",1.97417,2.01744,0.80543,0.80353,0.20775,0.29561,0.53292,"Oxybasis glauca",8.1,6.1,NA,6.8,2.5,5.9,"Oxybasis glauca","2","Local non-specific dispersal",0.323666666666667,0.150066666666666
"Oxybasis urbica","Oxybasis urbica",1.86757,2.01579,0.76582,0.76067,0.17261,0.52497,0.60067,"Oxybasis urbica",7.4,5.4,7.2,7,0.9,NA,"Oxybasis urbica","2","Local non-specific dispersal",0.675,0.3499
"Pallenis spinosa","Pallenis spinosa",0.86352,1.64192,0.7548,0.61598,0.33772,0.3827,0.27016,"Pallenis spinosa",8.5,2.8,NA,7.7,0.3,8.8,"Pallenis spinosa","5","Anemochory",0.265041666666667,0.8
"Pancratium maritimum","Pancratium maritimum",1.49845,1.75202,0.41367,0.38799,0.13745,0.01246,0.6104,"Pancratium maritimum",8.5,3.5,5,7,1.5,10.5,"Pancratium maritimum","2","Local non-specific dispersal",0.4,45.7
"Panicum","Panicum capillare_Panicum dichotomiflorum_Panicum miliaceum",1.66448666666667,1.80972666666667,0.81301,0.80529,0.151083333333333,0.667896666666667,0.60929,"Panicum capillare_Panicum dichotomiflorum",7.2,4,6.2,7.4,0,8.5,"Panicum capillare_Panicum dichotomiflorum_Panicum miliaceum","2","Local non-specific dispersal",0.557222222222222,1.82102328888889
"Panicum capillare","Panicum capillare",1.626,1.77425,0.80444,0.8,0.18402,0.34243,0.47902,"Panicum capillare",7.4,4,5.4,6.8,0,NA,"Panicum capillare","2","Local non-specific dispersal",0.311666666666667,0.3635
"Panicum dichotomiflorum","Panicum dichotomiflorum",1.33138,1.61821,0.78272,0.7642,0.14074,0.89791,0.58072,"Panicum dichotomiflorum",7,NA,7,8,0,8.5,"Panicum dichotomiflorum","2","Local non-specific dispersal",0.7,0.5195
"Panicum hillmanii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum miliaceum","Panicum miliaceum",2.03608,2.03672,0.85187,0.85167,0.12849,0.76335,0.76813,NA,NA,NA,NA,NA,NA,NA,"Panicum miliaceum","2","Local non-specific dispersal",0.66,4.58006986666666
"Panicum virgatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Papaver","Papaver rhoeas",1.75144,1.9998,0.82845,0.8207,0.15007,0.52148,0.73628,"Papaver rhoeas_Papaver somniferum",7.35,4.65,6.45,7.15,0.05,NA,"Papaver dubium_Papaver rhoeas_Papaver somniferum","2","Local non-specific dispersal",0.602035185185185,0.250737037037037
"Papaver dubium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Papaver dubium","2","Local non-specific dispersal",0.4768,0.1144
"Papaver dubium dubium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Papaver dubium","2","Local non-specific dispersal",0.4768,0.1144
"Papaver rhoeas","Papaver rhoeas",1.75144,1.9998,0.82845,0.8207,0.15007,0.52148,0.73628,"Papaver rhoeas",7.1,4.4,5.9,7,0.1,NA,"Papaver rhoeas","2","Local non-specific dispersal",0.479305555555555,0.249311111111111
"Papaver rhoeas rhoeas","Papaver rhoeas",1.75144,1.9998,0.82845,0.8207,0.15007,0.52148,0.73628,"Papaver rhoeas",7.1,4.4,5.9,7,0.1,NA,"Papaver rhoeas","2","Local non-specific dispersal",0.479305555555555,0.249311111111111
"Papaver somniferum",NA,NA,NA,NA,NA,NA,NA,NA,"Papaver somniferum",7.6,4.9,7,7.3,0,NA,"Papaver somniferum","2","Local non-specific dispersal",0.85,0.3885
"Papaver x strigosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parameconopsis cambrica","Meconopsis cambrica",0.14218,1.31255,0.63851,0.19868,0.18301,0.05731,0.11333,"Meconopsis cambrica",5,5.7,4.7,NA,0,NA,"Meconopsis cambrica","2","Local non-specific dispersal",0.375,0.208666666666666
"Parapholis cylindrica","Hainardia cylindrica",2.03538,2.03538,0.68971,0.68923,0.3124,0.49559,0.3916,"Hainardia cylindrica",8.3,3.7,5,7.3,3,9,"Hainardia cylindrica","1","Local non-specific dispersal",0.205,NA
"Pardoglossum cheirifolium","Cynoglossum cheirifolium",1.32902,1.86045,0.68333,0.63714,0.33529,0.35486,0.34412,"Cynoglossum cheirifolium",8.5,3.5,7.5,7.5,0,8.7,"Cynoglossum cheirifolium","6","Epizoochory",0.25,NA
"Parentucellia","Parentucellia latifolia_Parentucellia viscosa",1.259075,1.85879,0.66931,0.630095,0.34573,0.375325,0.35078,"Parentucellia latifolia_Parentucellia viscosa",8,3,3.7,5.85,0.4,8.8,"Parentucellia latifolia_Parentucellia viscosa","1","Anemochory_Local non-specific dispersal",0.230833333333333,0.01984
"Parentucellia latifolia","Parentucellia latifolia",1.33519,1.97064,0.65835,0.61955,0.43127,0.30812,0.36012,"Parentucellia latifolia",8,3,3.7,5.7,0.5,8.8,"Parentucellia latifolia","1","Local non-specific dispersal",0.135,NA
"Parentucellia viscosa","Parentucellia viscosa",1.18296,1.74694,0.68027,0.64064,0.26019,0.44253,0.34144,"Parentucellia viscosa",8,NA,NA,6,0.3,NA,"Parentucellia viscosa","","Anemochory",0.326666666666667,0.01984
"Parietaria judaica","Parietaria judaica",0.78594,1.30011,0.69759,0.6081,0.19765,0.36881,0.32063,"Parietaria judaica",6.8,NA,6.3,7.6,0.5,NA,"Parietaria judaica","6","Epizoochory",0.309375,0.226261904761904
"Paronychia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parthenocissus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parthenocissus quinquefolia","2","Local non-specific dispersal",10.1875,25.2
"Parthenocissus quinquefolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parthenocissus quinquefolia","2","Local non-specific dispersal",10.1875,25.2
"Paspalum","Paspalum dilatatum_Paspalum distichum",1.343435,1.714955,0.586495,0.563945,0.252885,0.50087,0.31729,"Paspalum dilatatum_Paspalum distichum",7.35,8.35,5.85,6.35,0,8.5,"Paspalum dilatatum_Paspalum distichum","2","Local non-specific dispersal",0.60625,1.425
"Paspalum dilatatum","Paspalum dilatatum",1.34033,1.75511,0.59433,0.57413,0.30556,0.72316,0.31838,"Paspalum dilatatum",7.7,8,5.7,6,0,8.5,"Paspalum dilatatum","2","Local non-specific dispersal",0.9,1.4
"Paspalum distichum","Paspalum distichum",1.34654,1.6748,0.57866,0.55376,0.20021,0.27858,0.3162,"Paspalum distichum",7,8.7,6,6.7,0,8.5,"Paspalum distichum","2","Local non-specific dispersal",0.3125,1.45
"Pastinaca","Pastinaca sativa",1.40231,1.83895,0.5821,0.55876,0.15853,0.97897,0.34647,"Pastinaca sativa",7.8,NA,5.3,7.3,0.2,6.3,"Pastinaca sativa","2","Local non-specific dispersal",NA,3.87771111111111
"Pastinaca sativa","Pastinaca sativa",1.40231,1.83895,0.5821,0.55876,0.15853,0.97897,0.34647,"Pastinaca sativa",7.8,NA,5.3,7.3,0.2,6.3,"Pastinaca sativa","2","Local non-specific dispersal",NA,3.87771111111111
"Pastinaca sativa sativa","Pastinaca sativa",1.40231,1.83895,0.5821,0.55876,0.15853,0.97897,0.34647,"Pastinaca sativa",7.8,NA,5.3,7.3,0.2,6.3,"Pastinaca sativa","2","Local non-specific dispersal",NA,3.87771111111111
"Pastinaca sativa urens","Pastinaca sativa",1.40231,1.83895,0.5821,0.55876,0.15853,0.97897,0.34647,"Pastinaca sativa",7.8,NA,5.3,7.3,0.2,6.3,"Pastinaca sativa","2","Local non-specific dispersal",NA,3.87771111111111
"Pelargonium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
